样本编号,视频编号,验证折号
d89Z_olwc2Y$_$24,d89Z_olwc2Y,0
d99mfGIenCo$_$15,d99mfGIenCo,0
d99mfGIenCo$_$16,d99mfGIenCo,0
d99mfGIenCo$_$1,d99mfGIenCo,0
d99mfGIenCo$_$2,d99mfGIenCo,0
dCDAcBR505Q$_$14,dCDAcBR505Q,1
dJ5MXl66-UQ$_$1,dJ5MXl66-UQ,3
dQ56b0bqmc8$_$5,dQ56b0bqmc8,4
dSax_7klbfE$_$17,dSax_7klbfE,4
dSax_7klbfE$_$1,dSax_7klbfE,4
dWfgSGnd9zM$_$6,dWfgSGnd9zM,4
dXMAS2tIknw$_$6,dXMAS2tIknw,2
dYyg91d7zjY$_$2,dYyg91d7zjY,3
damyXH7mBic$_$11,damyXH7mBic,0
dbpGH5iP0GE$_$2,dbpGH5iP0GE,1
dbpGH5iP0GE$_$3,dbpGH5iP0GE,1
dcUlt6zk_S0$_$5,dcUlt6zk_S0,2
ddix4XuaUlY$_$4,ddix4XuaUlY,0
dqragS38hCk$_$10,dqragS38hCk,3
dqragS38hCk$_$2,dqragS38hCk,3
dqragS38hCk$_$8,dqragS38hCk,3
dsob2MgUPpA$_$13,dsob2MgUPpA,2
dsob2MgUPpA$_$3,dsob2MgUPpA,2
dsob2MgUPpA$_$2,dsob2MgUPpA,2
dsob2MgUPpA$_$5,dsob2MgUPpA,2
dyZdiWNflko$_$6,dyZdiWNflko,0
e-2QlzFeyNU$_$4,e-2QlzFeyNU,1
e0hYEr848TE$_$0,e0hYEr848TE,1
e0ltF8zpEcw$_$9,e0ltF8zpEcw,0
e0ltF8zpEcw$_$8,e0ltF8zpEcw,0
e1E5W_ZefmY$_$10,e1E5W_ZefmY,0
e1E5W_ZefmY$_$3,e1E5W_ZefmY,0
e7_2U4lm6TE$_$38,e7_2U4lm6TE,4
e7_2U4lm6TE$_$28,e7_2U4lm6TE,4
e7_2U4lm6TE$_$7,e7_2U4lm6TE,4
eJwZfdtlks8$_$15,eJwZfdtlks8,1
ePtlUYCdrNM$_$1,ePtlUYCdrNM,1
eSHOcLD5T58$_$7,eSHOcLD5T58,4
eSHOcLD5T58$_$9,eSHOcLD5T58,4
eTCnM472-cQ$_$0,eTCnM472-cQ,3
eTn2P4wmFr4$_$12,eTn2P4wmFr4,4
eTn2P4wmFr4$_$15,eTn2P4wmFr4,4
eTn2P4wmFr4$_$3,eTn2P4wmFr4,4
eTn2P4wmFr4$_$7,eTn2P4wmFr4,4
eTn2P4wmFr4$_$9,eTn2P4wmFr4,4
eW1vgHE6FRM$_$14,eW1vgHE6FRM,1
eW1vgHE6FRM$_$3,eW1vgHE6FRM,1
eY64P27khzk$_$0,eY64P27khzk,1
eY64P27khzk$_$3,eY64P27khzk,1
eeN7l4R3nPc$_$10,eeN7l4R3nPc,3
efLrpnuLwyU$_$1,efLrpnuLwyU,3
emtvrtk-jsU$_$7,emtvrtk-jsU,2
ep3IasggD3k$_$10,ep3IasggD3k,2
esR-tOjT6KM$_$0,esR-tOjT6KM,0
esR-tOjT6KM$_$3,esR-tOjT6KM,0
esR-tOjT6KM$_$6,esR-tOjT6KM,0
esnOE1LefKA$_$1,esnOE1LefKA,3
f49boM5fb8U$_$6,f49boM5fb8U,2
f5k5cF80aUE$_$4,f5k5cF80aUE,3
f5k5cF80aUE$_$6,f5k5cF80aUE,3
f6S2XNPIiFk$_$19,f6S2XNPIiFk,0
f6S2XNPIiFk$_$2,f6S2XNPIiFk,0
f6S2XNPIiFk$_$5,f6S2XNPIiFk,0
fB816aeHRFk$_$0,fB816aeHRFk,1
fGYbbP8RDLQ$_$5,fGYbbP8RDLQ,1
fOxg1NstCHA$_$4,fOxg1NstCHA,2
fTNOAssiTYk$_$3,fTNOAssiTYk,2
fTNOAssiTYk$_$6,fTNOAssiTYk,2
fW1pK2L6RgM$_$3,fW1pK2L6RgM,0
faXGVcVcVsE$_$14,faXGVcVcVsE,3
faXGVcVcVsE$_$9,faXGVcVcVsE,3
faXGVcVcVsE$_$8,faXGVcVcVsE,3
fbHlBmq7Ipo$_$10,fbHlBmq7Ipo,0
fbHlBmq7Ipo$_$8,fbHlBmq7Ipo,0
fbSxct2JcKU$_$5,fbSxct2JcKU,4
fdK_tsvBXJ8$_$5,fdK_tsvBXJ8,4
fi7g4GoK-z4$_$4,fi7g4GoK-z4,0
fjE2EZKgQm8$_$5,fjE2EZKgQm8,3
fjE2EZKgQm8$_$4,fjE2EZKgQm8,3
flBtk736di4$_$8,flBtk736di4,4
frNJdG0GkYw$_$1,frNJdG0GkYw,0
fzuTEKwNS94$_$8,fzuTEKwNS94,4
fzuTEKwNS94$_$16,fzuTEKwNS94,4
g99kISQbyuI$_$11,g99kISQbyuI,0
g99kISQbyuI$_$0,g99kISQbyuI,0
g99kISQbyuI$_$3,g99kISQbyuI,0
g99kISQbyuI$_$5,g99kISQbyuI,0
g9rNhtFG9aU$_$12,g9rNhtFG9aU,2
gAMbkJk6gnE$_$2,gAMbkJk6gnE,4
gAMbkJk6gnE$_$4,gAMbkJk6gnE,4
gC_wF3uKFW0$_$2,gC_wF3uKFW0,2
gC_wF3uKFW0$_$5,gC_wF3uKFW0,2
gC_wF3uKFW0$_$4,gC_wF3uKFW0,2
gEgcpVY8WK4$_$27,gEgcpVY8WK4,0
gEgcpVY8WK4$_$21,gEgcpVY8WK4,0
gEgcpVY8WK4$_$22,gEgcpVY8WK4,0
gEgcpVY8WK4$_$28,gEgcpVY8WK4,0
gEgcpVY8WK4$_$8,gEgcpVY8WK4,0
gEgcpVY8WK4$_$14,gEgcpVY8WK4,0
gEgcpVY8WK4$_$17,gEgcpVY8WK4,0
gEgcpVY8WK4$_$30,gEgcpVY8WK4,0
gFAOKuqpUq4$_$0,gFAOKuqpUq4,3
gPWyANEm0eE$_$10,gPWyANEm0eE,4
gPWyANEm0eE$_$2,gPWyANEm0eE,4
gPWyANEm0eE$_$4,gPWyANEm0eE,4
gRAmIaSlm80$_$0,gRAmIaSlm80,0
gU7McujYYPY$_$1,gU7McujYYPY,4
gU7McujYYPY$_$3,gU7McujYYPY,4
gU7McujYYPY$_$8,gU7McujYYPY,4
gXDRWhJbfFU$_$1,gXDRWhJbfFU,2
gXDRWhJbfFU$_$4,gXDRWhJbfFU,2
gXDRWhJbfFU$_$9,gXDRWhJbfFU,2
gXDRWhJbfFU$_$8,gXDRWhJbfFU,2
gXuiIWRxrw4$_$19,gXuiIWRxrw4,2
gXuiIWRxrw4$_$18,gXuiIWRxrw4,2
gXuiIWRxrw4$_$0,gXuiIWRxrw4,2
gXuiIWRxrw4$_$6,gXuiIWRxrw4,2
gZDyk95Xob4$_$11,gZDyk95Xob4,2
gZDyk95Xob4$_$12,gZDyk95Xob4,2
gZDyk95Xob4$_$9,gZDyk95Xob4,2
gZF-YNQHqwI$_$13,gZF-YNQHqwI,3
gZF-YNQHqwI$_$1,gZF-YNQHqwI,3
gZF-YNQHqwI$_$9,gZF-YNQHqwI,3
gcpsSao7kHM$_$10,gcpsSao7kHM,2
gcpsSao7kHM$_$1,gcpsSao7kHM,2
ge071m9bGeY$_$1,ge071m9bGeY,3
ge071m9bGeY$_$0,ge071m9bGeY,3
ge071m9bGeY$_$5,ge071m9bGeY,3
ge071m9bGeY$_$4,ge071m9bGeY,3
gjEYmdWrBLM$_$24,gjEYmdWrBLM,4
gjEYmdWrBLM$_$26,gjEYmdWrBLM,4
gjEYmdWrBLM$_$0,gjEYmdWrBLM,4
gjEYmdWrBLM$_$3,gjEYmdWrBLM,4
gjEYmdWrBLM$_$9,gjEYmdWrBLM,4
gjEYmdWrBLM$_$18,gjEYmdWrBLM,4
gjGL6YY6oMs$_$2,gjGL6YY6oMs,4
gjSyl6evrWk$_$12,gjSyl6evrWk,0
gr9YU-UTJzQ$_$15,gr9YU-UTJzQ,0
grePRQ8zonA$_$2,grePRQ8zonA,0
guRD0zQC6Q0$_$7,guRD0zQC6Q0,0
gv43BPYYxKQ$_$2,gv43BPYYxKQ,1
gvrfI9e5xHQ$_$9,gvrfI9e5xHQ,2
gzZ8NTeTzRs$_$1,gzZ8NTeTzRs,2
h4LrwMn94ss$_$9,h4LrwMn94ss,1
h7p5URoookk$_$27,h7p5URoookk,0
h7p5URoookk$_$2,h7p5URoookk,0
hASTLbFHrEs$_$0,hASTLbFHrEs,2
hASTLbFHrEs$_$7,hASTLbFHrEs,2
hCFV5VLgS0A$_$8,hCFV5VLgS0A,1
hF6kFQPdBjY$_$13,hF6kFQPdBjY,0
hF6kFQPdBjY$_$2,hF6kFQPdBjY,0
hF6kFQPdBjY$_$9,hF6kFQPdBjY,0
hGRRlXfH0BY$_$11,hGRRlXfH0BY,3
hGRRlXfH0BY$_$1,hGRRlXfH0BY,3
hGRRlXfH0BY$_$8,hGRRlXfH0BY,3
hIQhkTjNaQc$_$11,hIQhkTjNaQc,4
hOp6I4jGvu4$_$1,hOp6I4jGvu4,1
hOp6I4jGvu4$_$4,hOp6I4jGvu4,1
hSgKOKK3L8M$_$0,hSgKOKK3L8M,3
hSgKOKK3L8M$_$5,hSgKOKK3L8M,3
hawztAtYHCE$_$9,hawztAtYHCE,1
he475nnmMi0$_$14,he475nnmMi0,1
he475nnmMi0$_$9,he475nnmMi0,1
hfVXx8hfKak$_$16,hfVXx8hfKak,2
hfVXx8hfKak$_$0,hfVXx8hfKak,2
hfvmQuhqMmY$_$8,hfvmQuhqMmY,0
hh04W3xXa5s$_$0,hh04W3xXa5s,4
hh04W3xXa5s$_$2,hh04W3xXa5s,4
hj1ph17-0jE$_$2,hj1ph17-0jE,3
hjBQmIWiWgw$_$2,hjBQmIWiWgw,4
hlBOP5NskhM$_$10,hlBOP5NskhM,1
hlBOP5NskhM$_$12,hlBOP5NskhM,1
hlBOP5NskhM$_$2,hlBOP5NskhM,1
hlBOP5NskhM$_$8,hlBOP5NskhM,1
hlYDicOj2m0$_$2,hlYDicOj2m0,1
hlYDicOj2m0$_$6,hlYDicOj2m0,1
hmjfBZGGZR8$_$1,hmjfBZGGZR8,3
hntnelpiyl8$_$13,hntnelpiyl8,3
hp3nsb_eIc0$_$18,hp3nsb_eIc0,2
hp3nsb_eIc0$_$1,hp3nsb_eIc0,2
hyazktfsZew$_$26,hyazktfsZew,4
hyazktfsZew$_$22,hyazktfsZew,4
hyazktfsZew$_$28,hyazktfsZew,4
hyazktfsZew$_$9,hyazktfsZew,4
hyazktfsZew$_$11,hyazktfsZew,4
hyazktfsZew$_$30,hyazktfsZew,4
i5bmKlHv-SA$_$3,i5bmKlHv-SA,3
iEOBNT0HFtU$_$12,iEOBNT0HFtU,0
iEOBNT0HFtU$_$17,iEOBNT0HFtU,0
iEOBNT0HFtU$_$0,iEOBNT0HFtU,0
iEOBNT0HFtU$_$2,iEOBNT0HFtU,0
iH04VOkbof0$_$1,iH04VOkbof0,3
iH04VOkbof0$_$4,iH04VOkbof0,3
iM3wSwoAtwk$_$3,iM3wSwoAtwk,2
iMss8xBhFiI$_$12,iMss8xBhFiI,1
iO34hER47xA$_$3,iO34hER47xA,0
iR1Os7FVGHs$_$6,iR1Os7FVGHs,1
iREkcXde5ds$_$0,iREkcXde5ds,0
iS91daVpH2E$_$10,iS91daVpH2E,1
iS91daVpH2E$_$7,iS91daVpH2E,1
iYtD_ArCdKw$_$3,iYtD_ArCdKw,4
iYtD_ArCdKw$_$9,iYtD_ArCdKw,4
icIS9VfbzMw$_$25,icIS9VfbzMw,0
icIS9VfbzMw$_$17,icIS9VfbzMw,0
icIS9VfbzMw$_$1,icIS9VfbzMw,0
icIS9VfbzMw$_$3,icIS9VfbzMw,0
icehEYAiimM$_$0,icehEYAiimM,3
iex7I7iVnLk$_$3,iex7I7iVnLk,1
ihuGFUrzD30$_$8,ihuGFUrzD30,3
ipLoS44xfO4$_$1,ipLoS44xfO4,3
ipLoS44xfO4$_$0,ipLoS44xfO4,3
ipLoS44xfO4$_$3,ipLoS44xfO4,3
ixQbCXLUUj8$_$1,ixQbCXLUUj8,0
ixZAEncExWI$_$1,ixZAEncExWI,4
izFBeXMTgds$_$1,izFBeXMTgds,2
j6R1NTrosuM$_$0,j6R1NTrosuM,0
j7fRIGphgtk$_$1,j7fRIGphgtk,4
j7fRIGphgtk$_$0,j7fRIGphgtk,4
jEQoBvc7V1o$_$12,jEQoBvc7V1o,3
jFNgOznarMo$_$9,jFNgOznarMo,0
jFNgOznarMo$_$10,jFNgOznarMo,0
jFpRdhl3fgw$_$2,jFpRdhl3fgw,1
jNdvceZ4etc$_$2,jNdvceZ4etc,3
jNdvceZ4etc$_$7,jNdvceZ4etc,3
jPf0LjZAS14$_$0,jPf0LjZAS14,1
jQ3EmbRIe58$_$14,jQ3EmbRIe58,4
jT3FSTBA8Us$_$2,jT3FSTBA8Us,3
jV6qzF2YROc$_$0,jV6qzF2YROc,4
jVayR0VClxQ$_$12,jVayR0VClxQ,2
jVayR0VClxQ$_$0,jVayR0VClxQ,2
jVayR0VClxQ$_$9,jVayR0VClxQ,2
jYT3-RQFy1U$_$10,jYT3-RQFy1U,4
jYT3-RQFy1U$_$1,jYT3-RQFy1U,4
jakiZQd4boM$_$3,jakiZQd4boM,2
jbKDW9URnvM$_$0,jbKDW9URnvM,1
jcQi90n008o$_$20,jcQi90n008o,2
jcQi90n008o$_$23,jcQi90n008o,2
jcQi90n008o$_$2,jcQi90n008o,2
jcQi90n008o$_$5,jcQi90n008o,2
jcQi90n008o$_$18,jcQi90n008o,2
jgNu58Da9cs$_$2,jgNu58Da9cs,1
jgNu58Da9cs$_$6,jgNu58Da9cs,1
jjb1cWmkhI8$_$2,jjb1cWmkhI8,2
jjbOD6u7V34$_$3,jjbOD6u7V34,4
jlCFLG6rKKY$_$2,jlCFLG6rKKY,2
jnG9zog4NCs$_$2,jnG9zog4NCs,3
jnG9zog4NCs$_$4,jnG9zog4NCs,3
jqKzaEniiKo$_$13,jqKzaEniiKo,3
jqKzaEniiKo$_$8,jqKzaEniiKo,3
juI9KoLA87A$_$5,juI9KoLA87A,2
jzNIU-w0MVo$_$15,jzNIU-w0MVo,2
jzNIU-w0MVo$_$16,jzNIU-w0MVo,2
jzNIU-w0MVo$_$7,jzNIU-w0MVo,2
k1ca_xbhohk$_$13,k1ca_xbhohk,3
k4T6GaDrcjs$_$2,k4T6GaDrcjs,2
k4T6GaDrcjs$_$4,k4T6GaDrcjs,2
k4T6GaDrcjs$_$7,k4T6GaDrcjs,2
k4T6GaDrcjs$_$9,k4T6GaDrcjs,2
k5-3KuvCFms$_$0,k5-3KuvCFms,2
k8NgVOCDYKM$_$10,k8NgVOCDYKM,4
k8NgVOCDYKM$_$19,k8NgVOCDYKM,4
k8NgVOCDYKM$_$2,k8NgVOCDYKM,4
kCQqLNiO0mk$_$11,kCQqLNiO0mk,1
kCQqLNiO0mk$_$12,kCQqLNiO0mk,1
kCQqLNiO0mk$_$15,kCQqLNiO0mk,1
kCQqLNiO0mk$_$17,kCQqLNiO0mk,1
kCQqLNiO0mk$_$6,kCQqLNiO0mk,1
kCQqLNiO0mk$_$8,kCQqLNiO0mk,1
kKMfsWrigTE$_$1,kKMfsWrigTE,4
kKkZihSbxF4$_$2,kKkZihSbxF4,1
kPn-t6NSxfQ$_$11,kPn-t6NSxfQ,3
kPn-t6NSxfQ$_$14,kPn-t6NSxfQ,3
kPn-t6NSxfQ$_$0,kPn-t6NSxfQ,3
kPn-t6NSxfQ$_$4,kPn-t6NSxfQ,3
kRs39SO-neY$_$17,kRs39SO-neY,3
kU6YY2z7z0I$_$10,kU6YY2z7z0I,3
kU6YY2z7z0I$_$5,kU6YY2z7z0I,3
kU6YY2z7z0I$_$4,kU6YY2z7z0I,3
kU6YY2z7z0I$_$9,kU6YY2z7z0I,3
kU6YY2z7z0I$_$8,kU6YY2z7z0I,3
kY64gXOapYk$_$0,kY64gXOapYk,4
kZfcQ4a0kx4$_$21,kZfcQ4a0kx4,3
kZfcQ4a0kx4$_$0,kZfcQ4a0kx4,3
kZfcQ4a0kx4$_$3,kZfcQ4a0kx4,3
kZfcQ4a0kx4$_$8,kZfcQ4a0kx4,3
kZfcQ4a0kx4$_$15,kZfcQ4a0kx4,3
kcIGTPHEsNo$_$20,kcIGTPHEsNo,1
kcIGTPHEsNo$_$17,kcIGTPHEsNo,1
kcIGTPHEsNo$_$10,kcIGTPHEsNo,1
kddCewAsxfA$_$5,kddCewAsxfA,1
kf3fZcx8nIo$_$2,kf3fZcx8nIo,3
kh6eynD9OIk$_$10,kh6eynD9OIk,1
kh6eynD9OIk$_$5,kh6eynD9OIk,1
kh6eynD9OIk$_$6,kh6eynD9OIk,1
kiR5zVo2zvU$_$24,kiR5zVo2zvU,0
kiR5zVo2zvU$_$14,kiR5zVo2zvU,0
kiR5zVo2zvU$_$17,kiR5zVo2zvU,0
kj63uF0RhW8$_$7,kj63uF0RhW8,4
kjQAkrdbREk$_$1,kjQAkrdbREk,4
kjQAkrdbREk$_$2,kjQAkrdbREk,4
kqXpf26EL-s$_$11,kqXpf26EL-s,0
kqXpf26EL-s$_$3,kqXpf26EL-s,0
kqXpf26EL-s$_$5,kqXpf26EL-s,0
krHZuqfXrPU$_$22,krHZuqfXrPU,2
krHZuqfXrPU$_$28,krHZuqfXrPU,2
krHZuqfXrPU$_$11,krHZuqfXrPU,2
krHZuqfXrPU$_$13,krHZuqfXrPU,2
ku-dtUqCm2o$_$1,ku-dtUqCm2o,2
kuQWPuhnlHs$_$5,kuQWPuhnlHs,0
kuQWPuhnlHs$_$6,kuQWPuhnlHs,0
kwkhYpCHWPw$_$6,kwkhYpCHWPw,4
kx544gnOZB0$_$0,kx544gnOZB0,3
kxcCxbsKx3w$_$2,kxcCxbsKx3w,2
kxcCxbsKx3w$_$8,kxcCxbsKx3w,2
ky7Q5onqxGw$_$7,ky7Q5onqxGw,0
kyPepNmxaj8$_$2,kyPepNmxaj8,0
kz7ahNfXFsk$_$9,kz7ahNfXFsk,2
kzmaKnujN64$_$1,kzmaKnujN64,0
kzmaKnujN64$_$6,kzmaKnujN64,0
l-nM_U1qpko$_$2,l-nM_U1qpko,0
l-nM_U1qpko$_$5,l-nM_U1qpko,0
l5_DDqck4Rs$_$0,l5_DDqck4Rs,4
l8LTcZJ-_8k$_$17,l8LTcZJ-_8k,2
l8LTcZJ-_8k$_$19,l8LTcZJ-_8k,2
lEsFI5YJGDo$_$5,lEsFI5YJGDo,3
lEsFI5YJGDo$_$7,lEsFI5YJGDo,3
lEsFI5YJGDo$_$6,lEsFI5YJGDo,3
lTfsqoo-jKg$_$4,lTfsqoo-jKg,3
lTfsqoo-jKg$_$7,lTfsqoo-jKg,3
lUNNDDsm7R8$_$3,lUNNDDsm7R8,0
lWvaIexY2WU$_$0,lWvaIexY2WU,2
laxadgca3Fo$_$0,laxadgca3Fo,4
lbx3eu8LUl8$_$4,lbx3eu8LUl8,4
ll10nEjTvGE$_$9,ll10nEjTvGE,4
ll10nEjTvGE$_$8,ll10nEjTvGE,4
lp9vkkimXqg$_$12,lp9vkkimXqg,0
lp9vkkimXqg$_$15,lp9vkkimXqg,0
lp9vkkimXqg$_$6,lp9vkkimXqg,0
lpF-yBYou0s$_$5,lpF-yBYou0s,3
lpF-yBYou0s$_$6,lpF-yBYou0s,3
luQfWSfb1s0$_$13,luQfWSfb1s0,3
luQfWSfb1s0$_$16,luQfWSfb1s0,3
luQfWSfb1s0$_$4,luQfWSfb1s0,3
luQfWSfb1s0$_$6,luQfWSfb1s0,3
lzVA--tIse0$_$0,lzVA--tIse0,0
lzyVWNrkgbQ$_$9,lzyVWNrkgbQ,4
m7SJs73SF8w$_$4,m7SJs73SF8w,4
m8tzdtrgFUA$_$12,m8tzdtrgFUA,1
m8tzdtrgFUA$_$0,m8tzdtrgFUA,1
m8tzdtrgFUA$_$2,m8tzdtrgFUA,1
m8tzdtrgFUA$_$5,m8tzdtrgFUA,1
m8tzdtrgFUA$_$7,m8tzdtrgFUA,1
mHIvH6Nnrls$_$1,mHIvH6Nnrls,0
mI50zj8cTNw$_$1,mI50zj8cTNw,4
mKP6TVuixWg$_$11,mKP6TVuixWg,1
mKP6TVuixWg$_$18,mKP6TVuixWg,1
mL2v-sODUZ8$_$11,mL2v-sODUZ8,4
mMeGgB9-hSE$_$10,mMeGgB9-hSE,2
mMeGgB9-hSE$_$13,mMeGgB9-hSE,2
mN1Z5xEOy10$_$4,mN1Z5xEOy10,1
mQTaEIrNxnQ$_$11,mQTaEIrNxnQ,0
mRPIse3OO74$_$1,mRPIse3OO74,3
mRnEJOLkhp8$_$2,mRnEJOLkhp8,0
mSWwz7dXUP8$_$6,mSWwz7dXUP8,1
mW8eL4e7Wrg$_$14,mW8eL4e7Wrg,3
mW8eL4e7Wrg$_$3,mW8eL4e7Wrg,3
mW8eL4e7Wrg$_$2,mW8eL4e7Wrg,3
mW8eL4e7Wrg$_$6,mW8eL4e7Wrg,3
mW8eL4e7Wrg$_$15,mW8eL4e7Wrg,3
maO6KmmgcB8$_$4,maO6KmmgcB8,3
mgovo8VYtvk$_$24,mgovo8VYtvk,3
mgovo8VYtvk$_$20,mgovo8VYtvk,3
mgovo8VYtvk$_$22,mgovo8VYtvk,3
mgovo8VYtvk$_$23,mgovo8VYtvk,3
mgovo8VYtvk$_$29,mgovo8VYtvk,3
mgovo8VYtvk$_$3,mgovo8VYtvk,3
mgovo8VYtvk$_$8,mgovo8VYtvk,3
mgovo8VYtvk$_$13,mgovo8VYtvk,3
mgovo8VYtvk$_$12,mgovo8VYtvk,3
mgovo8VYtvk$_$30,mgovo8VYtvk,3
mgovo8VYtvk$_$37,mgovo8VYtvk,3
mgovo8VYtvk$_$34,mgovo8VYtvk,3
mgpoY1-110U$_$1,mgpoY1-110U,4
mgpoY1-110U$_$14,mgpoY1-110U,4
mkkoJ2iVbGs$_$0,mkkoJ2iVbGs,3
mkkoJ2iVbGs$_$5,mkkoJ2iVbGs,3
mkkoJ2iVbGs$_$4,mkkoJ2iVbGs,3
mn8_HvzbN5c$_$5,mn8_HvzbN5c,1
mpfSRGHFY0g$_$3,mpfSRGHFY0g,2
mrQIrm6hYMQ$_$1,mrQIrm6hYMQ,3
mrQIrm6hYMQ$_$2,mrQIrm6hYMQ,3
muOYAxkG-Zo$_$15,muOYAxkG-Zo,3
muOYAxkG-Zo$_$6,muOYAxkG-Zo,3
mud6tEqFiEM$_$2,mud6tEqFiEM,4
mud6tEqFiEM$_$5,mud6tEqFiEM,4
mw_ZwML0SbY$_$0,mw_ZwML0SbY,3
mw_ZwML0SbY$_$2,mw_ZwML0SbY,3
mxFU6TrHChY$_$11,mxFU6TrHChY,1
mxFU6TrHChY$_$0,mxFU6TrHChY,1
mxFU6TrHChY$_$8,mxFU6TrHChY,1
mxa4KXSz9rw$_$0,mxa4KXSz9rw,3
mxa4KXSz9rw$_$6,mxa4KXSz9rw,3
mzTHW2dtbs4$_$8,mzTHW2dtbs4,1
mziQcFSsdRI$_$4,mziQcFSsdRI,2
n-sgVVTE9Io$_$0,n-sgVVTE9Io,2
n4xRx0J3rYQ$_$10,n4xRx0J3rYQ,2
n4xRx0J3rYQ$_$0,n4xRx0J3rYQ,2
n4xRx0J3rYQ$_$4,n4xRx0J3rYQ,2
n5MU2-GFjo8$_$1,n5MU2-GFjo8,1
n7K5SpMrQt0$_$17,n7K5SpMrQt0,2
nD1R4UedEDo$_$10,nD1R4UedEDo,3
nD1R4UedEDo$_$1,nD1R4UedEDo,3
nD1R4UedEDo$_$2,nD1R4UedEDo,3
nD1R4UedEDo$_$4,nD1R4UedEDo,3
nDXKvarLEOM$_$3,nDXKvarLEOM,4
nErOMpqvcRg$_$7,nErOMpqvcRg,4
nHP7l5zAwGA$_$0,nHP7l5zAwGA,0
nHP7l5zAwGA$_$8,nHP7l5zAwGA,0
nISNBD3I95A$_$0,nISNBD3I95A,3
nKiC9sEP2vM$_$5,nKiC9sEP2vM,2
nM5S3xxNOlQ$_$10,nM5S3xxNOlQ,2
nM5S3xxNOlQ$_$0,nM5S3xxNOlQ,2
nM5S3xxNOlQ$_$3,nM5S3xxNOlQ,2
nM5S3xxNOlQ$_$7,nM5S3xxNOlQ,2
nM5S3xxNOlQ$_$9,nM5S3xxNOlQ,2
nTBKtwqPIYw$_$7,nTBKtwqPIYw,0
ngp7s5Wvde0$_$11,ngp7s5Wvde0,0
ngp7s5Wvde0$_$3,ngp7s5Wvde0,0
ngp7s5Wvde0$_$8,ngp7s5Wvde0,0
npIVLL_fTf0$_$13,npIVLL_fTf0,4
npIVLL_fTf0$_$12,npIVLL_fTf0,4
npIVLL_fTf0$_$17,npIVLL_fTf0,4
nsLACXjD4KU$_$3,nsLACXjD4KU,4
nsLACXjD4KU$_$2,nsLACXjD4KU,4
nw6Kf3AtCz4$_$21,nw6Kf3AtCz4,1
nw6Kf3AtCz4$_$23,nw6Kf3AtCz4,1
nw6Kf3AtCz4$_$28,nw6Kf3AtCz4,1
nw6Kf3AtCz4$_$4,nw6Kf3AtCz4,1
nw6Kf3AtCz4$_$8,nw6Kf3AtCz4,1
nw6Kf3AtCz4$_$15,nw6Kf3AtCz4,1
nw6Kf3AtCz4$_$18,nw6Kf3AtCz4,1
nw6Kf3AtCz4$_$33,nw6Kf3AtCz4,1
nz2vkMyqfeE$_$15,nz2vkMyqfeE,2
nz2vkMyqfeE$_$4,nz2vkMyqfeE,2
o2miCpS7Hwo$_$6,o2miCpS7Hwo,0
o4b7hjQwpv0$_$5,o4b7hjQwpv0,3
o4b7hjQwpv0$_$6,o4b7hjQwpv0,3
o4b7hjQwpv0$_$8,o4b7hjQwpv0,3
o63doZKEIds$_$1,o63doZKEIds,1
o63doZKEIds$_$3,o63doZKEIds,1
o63doZKEIds$_$9,o63doZKEIds,1
oANUXY3xXKM$_$2,oANUXY3xXKM,0
oCsrnIomHos$_$11,oCsrnIomHos,0
oDznO5w3v0U$_$3,oDznO5w3v0U,4
oDznO5w3v0U$_$6,oDznO5w3v0U,4
oGnKsroR0R0$_$13,oGnKsroR0R0,2
oGnKsroR0R0$_$14,oGnKsroR0R0,2
oHV99Y_EWfI$_$12,oHV99Y_EWfI,4
oHV99Y_EWfI$_$19,oHV99Y_EWfI,4
oK951Y2N_k0$_$1,oK951Y2N_k0,4
oNCvb0F-c88$_$6,oNCvb0F-c88,0
oOhxCwkZsUI$_$0,oOhxCwkZsUI,0
oPvUDLhTrjI$_$11,oPvUDLhTrjI,0
oPvUDLhTrjI$_$13,oPvUDLhTrjI,0
oVqBUyKvgdU$_$7,oVqBUyKvgdU,1
oW1OEsP7Dds$_$8,oW1OEsP7Dds,3
oW1OEsP7Dds$_$12,oW1OEsP7Dds,3
oWAyEzyp2xQ$_$15,oWAyEzyp2xQ,2
obnOnuzb-Xw$_$1,obnOnuzb-Xw,4
ogGweZUAVtU$_$51,ogGweZUAVtU,0
ogGweZUAVtU$_$20,ogGweZUAVtU,0
ogGweZUAVtU$_$49,ogGweZUAVtU,0
ogGweZUAVtU$_$46,ogGweZUAVtU,0
ogGweZUAVtU$_$40,ogGweZUAVtU,0
ogGweZUAVtU$_$7,ogGweZUAVtU,0
ogGweZUAVtU$_$9,ogGweZUAVtU,0
ogGweZUAVtU$_$38,ogGweZUAVtU,0
ogGweZUAVtU$_$10,ogGweZUAVtU,0
ogGweZUAVtU$_$17,ogGweZUAVtU,0
ogGweZUAVtU$_$37,ogGweZUAVtU,0
ogGweZUAVtU$_$36,ogGweZUAVtU,0
ogGweZUAVtU$_$32,ogGweZUAVtU,0
oj7A8mpuBeQ$_$11,oj7A8mpuBeQ,3
oj7A8mpuBeQ$_$5,oj7A8mpuBeQ,3
olcPEN9x5VY$_$2,olcPEN9x5VY,1
olcPEN9x5VY$_$7,olcPEN9x5VY,1
